customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,dti_ratio,lti_ratio,credit_utilisation
3258404,1,3044.751919,4972.39513,53714.70992,6,787,0,0.09257045486060776,0.05668376360097077,0.2
4529904,0,2979.485594,5964.402963,60680.19975,4,673,0,0.0982924081920149,0.04910144670379073,0.0
4756862,0,1598.115491,2106.924814,26071.77675,4,609,0,0.08081247527558703,0.06129676187105276,0.0
2671353,5,5691.710738,25802.3152,85075.45006,4,541,1,0.3032874369962516,0.06690191746250986,1.0
8919468,0,6122.534809,3308.52031,86757.74902,4,560,0,0.03813515619495034,0.07057046636362811,0.0
7240623,5,4296.127286,22541.026,74379.07589,2,607,1,0.3030560104475641,0.05775989059548936,1.0
7096072,1,5713.466421,9572.714973,89956.31788,5,631,0,0.10641514902566174,0.06351378708743564,0.2
6645305,2,3196.367779,12285.43342,92085.61348,7,746,0,0.13341316798273015,0.034710826786143054,0.4
8551890,0,5044.106619,5378.621481,91383.46571,4,530,0,0.058857709534334536,0.05519714731554582,0.0
7602707,0,3712.750866,3748.47485,58773.4523,6,615,0,0.06377836766958132,0.06317054249338352,0.0
4951943,5,3308.441678,18042.03529,60513.88204,4,552,1,0.2981470479463558,0.05467244153685435,1.0
6288882,2,3056.005959,8496.600307,76750.28031,8,606,0,0.11070448567329799,0.03981752179479434,0.4
4382360,3,4806.864262,14702.98825,87593.08538,5,599,0,0.16785558113651183,0.0548772113820019,0.6
4144487,0,4392.816559,5063.187358,55462.63115,4,679,0,0.09129006779910044,0.07920317640754408,0.0
1629547,0,3019.475375,446.3892355,44638.92355,3,603,0,0.01,0.06764220852274562,0.0
2948051,0,4470.490457,2387.751259,66307.55718,4,764,0,0.03601024318416913,0.06742052711826353,0.0
1237675,1,4357.308441,10823.44917,89452.65138,6,736,0,0.12099640427673146,0.04871078021477423,0.2
7125694,0,2904.436456,3806.284655,45019.50894,4,751,0,0.08454744941960267,0.06451506301125816,0.0
1113748,1,1888.053856,4179.967159,36004.06641,5,610,0,0.11609708501812531,0.052440017038619835,0.2
2512418,4,3167.933042,11269.54487,53739.73516,7,663,0,0.2097059994145308,0.05894954697056234,0.8
7678486,0,2647.608576,3633.448864,69427.6089,6,737,0,0.052334351154645624,0.038134808586213605,0.0
5161636,0,2264.648869,2138.377198,30248.31246,3,629,0,0.07069409907834574,0.07486860207473538,0.0
7365670,3,2673.54163,7233.006733,46791.58228,7,689,0,0.15457922943741922,0.05713723494113908,0.6
6381573,5,3848.509319,18052.44355,60919.57161,4,587,1,0.29633241129090077,0.06317361099709808,1.0
3238472,5,4604.738825,24614.66577,78697.94413,5,692,1,0.31277393637296785,0.058511551679081966,1.0
3252127,0,3372.376095,3405.489888,55026.27562,3,706,0,0.06188843147440332,0.06128665000497084,0.0
8571897,1,4689.997284,7454.473944,89940.20848,8,515,0,0.08288255130804652,0.05214572395663186,0.2
1444612,0,2813.780246,1909.867606,47804.87496,6,702,0,0.03995131474767066,0.05885969262244462,0.0
6562873,0,3369.099325,3477.305329,51756.93553,3,638,0,0.06718530170675273,0.06509464462105104,0.0
6714332,1,3179.923385,6909.539007,77842.18685,6,612,0,0.08876342362162196,0.040850899925610196,0.2
3087069,0,4294.47539,7237.49265,70514.35871,3,583,0,0.10263856585245544,0.060902140621623184,0.0
8010926,0,6148.494512,843.3674406,84336.74406,5,720,0,0.01,0.07290410105974394,0.0
6551322,0,5204.224599,5528.201971,106426.3955,4,607,0,0.05194389930268756,0.048899754375313784,0.0
3672265,1,5423.942645,8524.640887,99150.69003,7,750,0,0.08597661684876526,0.054704033258456186,0.2
3068840,0,5259.363393,885.0746882,88507.46882,5,662,0,0.01,0.0594228200525778,0.0
6031818,5,3280.272295,18732.54767,67417.22083,3,563,1,0.2778599805713765,0.04865629663482525,1.0
6410292,0,3691.985766,5641.919221,75507.14829,4,611,0,0.07472033242907153,0.04889584429569774,0.0
2195286,1,2800.316359,4540.64595,43040.16541,3,754,0,0.10549787406126049,0.0650628623827122,0.2
2483066,1,1645.741726,3344.06227,37660.8669,7,663,0,0.08879408641546697,0.04369898681222338,0.2
8380627,1,5137.219376,8042.606207,79741.33151,6,709,0,0.10085868964943748,0.06442354646856836,0.2
8926016,5,4455.723618,21759.58907,68241.17866,4,576,1,0.3188630310507008,0.06529376698195499,1.0
1729821,5,4611.226168,25172.40934,87306.38652,5,611,1,0.28832265706282034,0.05281659626290533,1.0
8935419,2,2228.164899,7430.4677,61714.77493,8,669,0,0.12040014256599024,0.036104237624252807,0.4
7713931,5,4477.721762,25525.87565,63190.6675,3,612,1,0.40395008724983006,0.0708604915749624,1.0
2593152,1,6114.066639,10454.60074,90441.83333,5,720,0,0.11559474587223077,0.06760219705732053,0.2
4265770,2,3682.300399,13665.47622,81215.98749,5,589,0,0.16826091318144237,0.045339600155122124,0.4
6694674,1,2305.03445,4681.362495,54885.43693,7,578,0,0.08529334477141057,0.04199719595818839,0.2
2878530,0,3270.453879,570.8356554,57083.56554,5,652,0,0.009999999999999998,0.057292389640733014,0.0
1760607,0,3157.845091,2359.788951,49538.62055,4,687,0,0.04763533834411544,0.06374511554702546,0.0
1083392,0,6547.709898,4572.87505,104214.0756,5,633,0,0.04387962973017054,0.06282941973339348,0.0
2548560,5,5227.129372,30897.38167,83840.58872,4,569,1,0.36852534245897406,0.06234604803953481,1.0
7517038,2,2042.535985,5779.605547,36313.79378,6,657,0,0.15915730485265756,0.05624683549656926,0.4
3279204,1,3509.853269,9434.868921,75551.558,4,754,0,0.12487987237801236,0.04645639827837832,0.2
7787477,0,4911.323807,6452.905939,72112.66078,4,642,0,0.0894836755321844,0.06810626253250282,0.0
3467139,0,1875.113047,2365.397903,29565.60654,2,708,0,0.08000505248555607,0.06342210650957272,0.0
8989969,5,4118.251907,19388.55381,72001.48849,3,627,1,0.26927990263274626,0.0571967606971343,1.0
4618641,0,7042.304481,4137.426549,85413.0674,5,745,0,0.048440205637668036,0.08244996574142471,0.0
3879675,3,2722.706729,8732.939038,48632.57113,7,685,0,0.17956975819057422,0.05598525156570311,0.6
2338819,0,4945.33944,2570.333551,85901.95454,3,679,0,0.02992171208168647,0.05756957995288939,0.0
8127530,0,3003.766079,4053.095356,39932.25513,3,697,0,0.10149928529718877,0.07522154882616068,0.0
2559477,4,3906.630457,16227.27569,56732.91535,1,603,1,0.28602929339854555,0.06886003359599957,0.8
5699479,5,3840.418321,14994.26544,53794.32662,1,555,1,0.27873321188530936,0.071390768549414,1.0
4675595,2,3670.92571,9596.22646,75718.62338,8,687,0,0.12673535296383515,0.048481146990445985,0.4
2061413,0,2038.609652,2984.174167,42878.6052,6,625,0,0.0695958777828902,0.0475437492075885,0.0
7431458,0,2914.249997,917.3111082,64879.74563,5,581,0,0.014138636014871196,0.04491771613316049,0.0
1638898,1,3707.461716,4634.160556,57597.45492,5,633,0,0.08045773137782943,0.06436849894061257,0.2
8711328,5,4926.741674,18943.13978,72136.00622,4,622,1,0.26260311282312077,0.06829795454678278,1.0
3866572,1,4408.32239,6702.412553,79268.2046,5,610,0,0.0845536061630441,0.05561274425534296,0.2
6610306,5,5390.873161,30441.76235,91844.02459,2,584,1,0.3314506576328157,0.058695959645337234,1.0
3291949,3,6596.195494,16086.9749,91952.22747,4,628,0,0.17494926814305262,0.07173502671430174,0.6
5500676,0,4539.190184,6126.144466,86518.54294,4,724,0,0.07080730046792903,0.052464940228453646,0.0
6789710,1,2313.344837,3211.670516,38124.95405,5,620,0,0.08424063965527587,0.06067797049580969,0.2
5006585,1,3560.648035,5273.74225,60497.19791,6,563,0,0.08717333086807756,0.05885641249528742,0.2
7586510,0,6679.103143,3956.076166,86598.94627,6,678,0,0.045682728675077215,0.07712684080676632,0.0
3578717,0,6064.123004,4651.182782,83316.08541,4,602,0,0.055825747922642346,0.07278454063412051,0.0
7772698,1,3814.162931,6141.232793,67450.1106,5,672,0,0.0910485207269623,0.05654791218385341,0.2
7362864,2,2937.878102,5093.558864,57894.37634,8,724,0,0.08798020094536871,0.05074548320110637,0.4
4085765,0,5227.304902,2691.896355,69170.02023,4,626,0,0.03891709654051087,0.07557182843981367,0.0
3700938,0,4287.42859,7503.36695,77957.79285,4,749,0,0.09624909423022486,0.054996792921645686,0.0
2691552,5,3772.763476,14149.06605,59584.26177,5,582,1,0.23746314260998186,0.06331812065681316,1.0
4418770,2,4629.349219,9963.382976,83891.64859,8,693,0,0.11876489666681375,0.055182479982302135,0.4
4240531,1,5466.033694,9941.901446,86554.77009,6,632,0,0.11486254813758237,0.06315115490823205,0.2
2463684,1,4299.363828,4845.19607,51631.08241,6,655,0,0.09384262044952932,0.08327084436965611,0.2
7987506,2,3941.702572,9223.90984,67277.84361,6,693,0,0.13710174620740942,0.058588420206353284,0.4
1069228,0,3815.899042,3672.601881,53549.49228,3,721,0,0.06858331843365892,0.07125929452416463,0.0
6043209,1,3214.507783,8410.327087,82139.09878,4,710,0,0.10239127543298326,0.0391349288066781,0.2
3696341,5,5114.174723,29777.41208,105098.5136,3,541,1,0.28332857487719976,0.048660771192866804,1.0
7164264,1,3878.313431,7861.594153,60359.34399,6,587,0,0.13024651418183844,0.06425373727790244,0.2
2056764,0,2674.325465,1137.337287,37336.03927,4,581,0,0.030462183703397417,0.07162852614494798,0.0
8838592,5,4429.009343,26716.4405,99683.45517,3,572,1,0.26801278561660835,0.04443073662973233,1.0
1333173,1,5582.363567,12095.47957,103419.2758,3,706,0,0.1169557558437283,0.05397797967368865,0.2
8044249,4,6151.278331,23255.14566,86046.89206,1,582,1,0.27026130872669196,0.07148751318886393,0.8
7513697,0,3290.896426,5657.631026,73486.18279,5,710,0,0.07698904489525192,0.044782519666374955,0.0
6855647,1,5050.121922,9127.972294,97129.87374,6,705,0,0.09397698094855982,0.051993498267261316,0.2
7705484,0,2149.0705,1594.604164,41471.13448,5,672,0,0.03845094145589431,0.05182087557880572,0.0
8353705,4,2448.725785,8633.235167,38825.62225,6,568,1,0.22235922225303165,0.06306984004615664,0.8
2438598,0,4979.313632,4406.527131,72935.39338,4,511,0,0.06041685561414052,0.06827019641969059,0.0
4697237,1,4267.109917,10125.65275,71693.76513,4,640,0,0.1412347744833805,0.05951856356354819,0.2
5606201,0,2869.296274,4440.416974,53726.66419,4,709,0,0.08264829095468917,0.0534054424792309,0.0
8657174,0,3037.025908,6130.814575,62324.67423,2,707,0,0.0983689790719986,0.0487291100277926,0.0
7945285,0,1834.414296,1585.684165,32694.06961,8,651,0,0.04850066644854128,0.056108472205580524,0.0
8544432,0,5291.484161,846.7774634,84677.74634,3,662,0,0.01,0.06248966688075889,0.0
6299123,2,5174.483976,13598.12768,96122.43767,7,766,0,0.14146673773176688,0.053832217549087055,0.4
5785982,0,3123.551351,2848.412825,49141.7287,6,692,0,0.05796321986125001,0.06356209750105922,0.0
3913463,1,3726.430399,5573.155053,66898.13695,6,590,0,0.0833080756369255,0.055703051966681114,0.2
5689764,0,4464.454642,6210.64164,73486.70488,5,657,0,0.08451381307872842,0.0607518686446783,0.0
3781641,3,5235.733354,17908.07126,87976.16249,2,592,1,0.20355594917015798,0.059513090885217126,0.6
8759358,2,4784.129283,9097.04171,75518.82694,7,718,0,0.12046058021038429,0.06335015355576179,0.4
2306791,0,4069.066702,2222.133458,79856.59991,3,720,0,0.027826547342416144,0.0509546700784396,0.0
1581185,0,3748.408787,5177.990608,61454.0597,3,636,0,0.08425790962024922,0.0609952996644744,0.0
6093138,0,2042.493602,3838.508156,38660.3946,2,654,0,0.09928786800329244,0.05283168015051766,0.0
8578451,0,3895.269812,4945.140186,59732.50624,4,513,0,0.0827880913975191,0.06521189310806992,0.0
3365880,5,4278.794095,17092.49453,57289.69237,4,587,1,0.29835200405004375,0.07468697976881807,1.0
2293998,2,5164.430161,6421.567001,74164.90788,7,671,0,0.08658497913042915,0.0696344175247427,0.4
7427998,1,2383.024193,3896.092048,44507.78601,5,655,0,0.0875373141931757,0.053541737449366335,0.2
4587569,5,5716.666522,27814.21041,99917.64426,3,609,1,0.27837135889256404,0.0572137840552407,1.0
7648411,0,4970.615776,6453.297616,78572.68649,5,641,0,0.08213156383320705,0.06326136979715737,0.0
7844104,0,6027.724179,5806.646784,73077.46245,4,621,0,0.07945879056724142,0.08248403785399912,0.0
2786846,1,3498.809573,10755.79258,86462.77035,5,658,0,0.12439796384571893,0.04046608220898858,0.2
8633630,5,7880.378251,35666.00602,110619.2778,4,594,1,0.3224212517865489,0.07123874253859937,1.0
8050047,2,2437.191313,11424.01949,66951.35809,5,622,0,0.17063163191765512,0.03640241785273097,0.4
6048680,2,3080.127733,7832.558514,55664.54023,7,636,0,0.14071001901096633,0.05533374964157141,0.4
4922734,1,2752.117415,4798.919493,50608.82719,5,603,0,0.09482376414263632,0.054380185588331555,0.2
1454794,0,4033.267836,674.501641,67450.1641,5,619,0,0.01,0.059796264246598035,0.0
7101821,0,3701.529835,3517.488543,108757.5181,6,646,0,0.032342486335204444,0.03403470306849527,0.0
4260463,4,5713.43439,21401.27554,81627.55137,3,533,1,0.2621820106178691,0.06999394559935089,0.8
5918490,0,2775.333229,4337.521174,56307.00135,3,672,0,0.07703342515148874,0.04928930972098375,0.0
2280203,1,2600.417306,6322.254678,57515.94978,6,598,0,0.10992176434854659,0.04521210752750608,0.2
4205161,1,8087.428082,10684.59426,106782.9886,7,726,0,0.10005895508341298,0.0757370456477372,0.2
4765821,5,4993.661861,17091.06383,71136.19395,3,641,1,0.2402583394047328,0.07019860894595978,1.0
5369590,0,3885.381657,6371.889573,61724.55755,2,669,0,0.10323102871719168,0.06294709611895792,0.0
1680523,4,3823.758134,14488.29674,54329.6369,1,556,1,0.2666739107177799,0.0703807047530627,0.8
1118848,2,6149.398454,16834.85218,100334.7139,3,659,0,0.16778691567086834,0.06128884226578733,0.4
5749285,0,4220.273755,4191.787428,62097.69927,6,735,0,0.06750310361377741,0.06796183763025268,0.0
6744637,0,6287.503576,7028.876911,91578.92445,4,571,0,0.07675212340845525,0.06865666542560055,0.0
4991477,5,3305.069595,25520.98329,90774.47952,5,509,1,0.28114711783477714,0.03640967827606003,1.0
2616205,1,4513.34276,6340.695367,83099.56165,5,626,0,0.07630239246875739,0.05431247374094903,0.2
2007934,0,1766.099016,584.4968544,29518.52333,4,678,0,0.019801019443474985,0.05983019530672437,0.0
6889981,0,3517.154827,3036.347572,62988.14903,6,634,0,0.048205061090997425,0.055838358185836656,0.0
6238176,1,4751.479803,6860.502634,64591.80832,6,657,0,0.10621319966785535,0.07356164700421876,0.2
5820678,0,1800.207678,296.5909171,29659.09171,4,637,0,0.01,0.06069665570348647,0.0
7946965,0,4613.290613,1555.766149,64583.98545,5,684,0,0.024089039073075663,0.0714308753301009,0.0
2877561,0,3184.872696,3969.38643,43069.59111,2,692,0,0.09216215728313192,0.07394713100168088,0.0
7047567,2,2789.584509,11398.67272,68438.05762,6,723,0,0.16655459135457562,0.04076072007316562,0.4
7069051,0,2689.498576,4004.572287,51192.76073,3,562,0,0.07822536292037165,0.05253669733079855,0.0
5449669,1,2875.904756,5709.994486,46523.24506,7,713,0,0.122734226269813,0.06181651241849121,0.2
2081349,0,3911.921829,3617.612501,87548.79748,5,598,0,0.04132109869157737,0.04468275911949168,0.0
4580778,0,7179.330435,9808.671634,106704.3437,3,584,0,0.09192382703348187,0.06728245717142253,0.0
7636397,1,4410.02249,8753.394822,81615.07161,6,651,0,0.10725218577064237,0.0540344130441179,0.2
5291335,2,6059.880611,12439.12657,92852.05008,9,626,0,0.13396717206871175,0.06526383214779742,0.4
5567448,0,4509.720845,6913.974978,83146.48342,3,583,0,0.08315414787989599,0.05423826311715348,0.0
4289123,1,3057.966392,6122.499682,65420.05402,5,674,0,0.0935875057536371,0.046743562624774485,0.2
1961905,0,6383.282594,7598.675434,94776.64247,5,633,0,0.08017455816083838,0.06735079896948791,0.0
4612284,4,3976.583011,16262.24358,60513.41862,1,559,1,0.2687378097429988,0.06571406973338173,0.8
8584572,2,3850.363446,11226.8107,72591.03982,6,684,0,0.15465835353562235,0.05304185551753403,0.4
2373091,1,2161.21338,3841.606668,34801.39284,4,735,0,0.11038657807926977,0.06210134720573443,0.2
4267324,1,5876.816909,11012.78109,102082.148,6,636,0,0.10788155721409781,0.05756948716439627,0.2
1269925,0,3873.883058,6417.802407,84764.40821,6,756,0,0.07571341017447068,0.04570176492476217,0.0
2882473,1,3445.65807,4603.413081,57432.49036,5,653,0,0.0801534645658712,0.059994927059610785,0.2
3357892,1,2762.785258,4325.307754,53055.63541,7,685,0,0.08152400250369558,0.05207336104166733,0.2
7617481,0,3796.11828,5896.570324,77839.42879,4,682,0,0.07575300096186638,0.04876857832861802,0.0
2553234,0,2699.789507,680.4998763,41406.15383,7,774,0,0.016434752164953735,0.06520261500463058,0.0
7890012,1,5207.648647,8965.955823,87991.7105,5,697,0,0.10189546006154751,0.05918340054316821,0.2
2165351,0,3214.882664,1999.123479,53423.72172,3,614,0,0.03742014623162424,0.06017706293188591,0.0
6733204,5,4720.508454,27947.97458,92090.59824,3,584,1,0.3034834729508865,0.05125939611878451,1.0
5096588,1,2267.137681,4199.813052,34491.6855,4,641,0,0.12176305654880219,0.06572997660552135,0.2
6528734,0,1513.430554,2244.788712,23559.2695,4,643,0,0.09528261103341935,0.0642392818673771,0.0
2021963,0,2531.447219,4757.480327,49892.87125,4,680,0,0.09535390944252382,0.05073765360817955,0.0
5423923,1,3606.145796,6250.846741,60756.29889,5,679,0,0.10288392899503693,0.05935427045233564,0.2
3772158,0,1796.157595,2207.473922,25010.49189,3,563,0,0.08826191550765218,0.07181616430815427,0.0
1067669,0,2299.140531,2811.547627,36483.06858,3,742,0,0.0770644503445439,0.0630193846210729,0.0
4744929,5,3119.189274,14707.21334,52337.50182,2,532,1,0.28100717131248054,0.0595975957111512,1.0
4906003,5,4615.493085,14784.73985,57558.67918,6,607,1,0.2568637790273908,0.08018761289789555,1.0
4981578,4,1676.725984,7647.5926,33732.56011,4,686,1,0.22671248713591932,0.04970645508471014,0.8
5001814,0,3575.01957,5101.294701,63226.38732,5,634,0,0.08068300146869754,0.05654315739892253,0.0
2440434,2,4211.644124,8643.382528,69078.4778,7,730,0,0.12512410237273644,0.0609689769973478,0.4
1273611,1,2415.207956,4946.684255,62122.91383,6,545,0,0.07962737016065688,0.03887789234434885,0.2
8373345,0,4790.726048,3236.670635,73466.87582,5,531,0,0.04405618993422443,0.06520933406420712,0.0
7431518,1,2884.87081,3317.616697,49870.52536,7,697,0,0.06652459890990008,0.057847211136738665,0.2
3215472,0,3924.027779,1269.6574,50712.61537,1,677,0,0.02503632263365951,0.07737774418397148,0.0
5557443,0,3294.758388,1939.218362,62843.21378,5,656,0,0.03085803932288964,0.05242822875886346,0.0
1030143,2,2785.562364,6000.632244,47328.74131,5,634,0,0.12678622075952267,0.058855618951595565,0.4
2906359,1,5253.969111,8804.099595,76769.75496,5,751,0,0.11468187699162612,0.06843800808974211,0.2
7285064,1,3459.988698,5361.699369,59771.98294,6,645,0,0.08970255135055755,0.0578864633196658,0.2
4058072,0,3874.611528,3206.100312,72266.90664,6,587,0,0.04436470939556463,0.05361529513504025,0.0
3002299,2,4243.873888,8509.170811,74644.89747,6,555,0,0.11399534461709002,0.056854172647308215,0.4
4792678,5,6120.536516,26221.02363,92202.28574,4,556,1,0.28438583078016433,0.06638161371898327,1.0
1335117,1,3949.704843,9605.213264,85565.77455,5,648,0,0.11225531837367093,0.04615986781831802,0.2
3783531,4,3872.037505,20563.88969,97590.82395,7,562,0,0.2107154018961431,0.03967624565793001,0.8
7258185,1,3966.361901,6527.980392,59602.04717,6,596,0,0.10952611029249652,0.06654741052244297,0.2
3859923,0,4146.561685,5398.562837,64375.34127,3,554,0,0.08386072571417687,0.06441226723146504,0.0
6665216,1,4009.047569,7732.618698,90525.96665,6,667,0,0.08541879180253968,0.04428616138947354,0.2
5851653,4,3100.809827,14054.89085,52521.44393,3,632,1,0.2676029027064108,0.05903892953005491,0.8
1737356,2,3206.807748,11331.42777,63168.28394,3,525,0,0.17938476499952233,0.05076610520314224,0.4
3611286,0,4110.704846,3694.286204,60717.99748,3,649,0,0.06084334723352606,0.0677015879411048,0.0
4570465,5,6163.80366,22891.73376,74879.65589,3,587,1,0.305713661313141,0.0823161322890529,1.0
6383101,1,4110.069891,4137.760699,59412.10933,6,712,0,0.06964507312839419,0.06917899292501016,0.2
6928881,1,5223.989125,7286.720638,80991.62193,5,667,0,0.08996881979098799,0.06450036436503304,0.2
6990394,0,3245.900545,5009.467425,67426.65003,6,645,0,0.07429506616109724,0.048139727297082206,0.0
3118724,1,6254.294876,11407.09564,90949.14318,3,646,0,0.12542279389508812,0.06876694663985948,0.2
5864535,4,4104.430298,14233.09362,63489.52438,5,606,1,0.2241801897083293,0.06464736250714373,0.8
3224310,0,4277.033817,4359.413104,58893.09953,4,598,0,0.07402247697592017,0.0726236834388601,0.0
2135773,1,4371.119339,6693.943774,62842.60262,6,612,0,0.10651920027051229,0.06955662491306285,0.2
3498275,5,4489.257545,17259.83077,68401.78688,2,490,1,0.2523301152977131,0.06563070571351717,1.0
5627376,4,4524.685153,15769.59733,78829.16466,7,635,0,0.2000477538740419,0.057398618550831164,0.8
6894544,0,2857.504441,4060.096054,45065.01727,4,694,0,0.09009418613277279,0.06340848432121327,0.0
8038807,1,6344.103973,7070.706589,76047.41915,5,686,0,0.09297760092362056,0.08342300164699278,0.2
5136010,0,6862.67927,7079.410363,99700.10233,3,655,0,0.07100705212485814,0.06883322192875026,0.0
5894894,0,3417.068064,3531.732672,50605.67841,4,521,0,0.06978925652149952,0.06752341182575207,0.0
5183117,0,5018.65874,6452.636268,101785.6326,4,672,0,0.06339437210512558,0.04930616052387732,0.0
2168984,3,5789.876446,13089.75902,85299.5896,6,533,0,0.1534562954098902,0.06787695548303083,0.6
8919556,1,3379.990953,4498.1144,55641.25311,6,673,0,0.08084135688151112,0.06074613284352035,0.2
8873003,0,3815.773053,4200.687468,58757.99978,2,683,0,0.0714913285633972,0.06494048584510886,0.0
3190566,2,5194.982427,8474.763456,63814.34365,3,548,0,0.13280342586427277,0.08140775458716168,0.4
6891209,0,3136.403561,3087.738958,57318.21955,6,628,0,0.05387011289327461,0.054719137922001275,0.0
2349734,2,3740.981862,9458.390922,66417.17914,8,749,0,0.14240880212727447,0.05632551563375536,0.4
8019493,4,6385.692022,26030.90423,105021.1982,5,607,1,0.2478633330808827,0.06080383895296293,0.8
2721623,0,3175.865888,3578.399513,48466.67143,4,685,0,0.07383216976573792,0.06552680005242109,0.0
4408488,4,4250.229531,11937.99899,61705.29339,8,650,0,0.1934679884681446,0.06887949635271963,0.8
4155437,3,3975.339515,11809.40062,64345.1119,4,568,0,0.18353221047083143,0.06178153083606651,0.6
5746142,1,6425.52202,9610.401872,89511.87532,4,681,0,0.10736454618611603,0.0717840174505239,0.2
8582355,2,5020.632179,8967.049059,74044.40332,8,662,0,0.12110367099923577,0.06780569433860083,0.4
4417198,0,5095.76272,7560.917967,92145.33913,4,566,0,0.08205426382264377,0.055301361611039525,0.0
5918878,0,3227.726625,2620.095856,45176.62211,6,580,0,0.05799671895832231,0.07144683409797324,0.0
6985554,1,6160.555766,11017.64312,91417.51615,7,597,0,0.12052004456041,0.06738922720118119,0.2
4500354,2,4241.954095,12817.87288,81565.23724,4,656,0,0.1571487230802052,0.05200688722964597,0.4
6542730,3,3456.057137,9359.40711,55679.87011,8,741,0,0.1680931922346397,0.06207013648150193,0.6
4894594,0,4119.77832,5600.84323,72583.89993,5,695,0,0.07716371310168592,0.05675884492253956,0.0
7814104,0,2130.744776,2260.426609,40854.25593,3,669,0,0.05532903629117693,0.052154781123681083,0.0
7337338,2,2420.921903,4096.213675,40491.83663,7,716,0,0.10116146897533307,0.05978790058651879,0.4
6490869,1,4632.523416,6998.099411,83267.6424,7,666,0,0.08404344363903836,0.05563413689253198,0.2
2100829,1,5652.163333,7471.88945,93847.57552,6,733,0,0.07961728801835327,0.06022705756309559,0.2
2385096,0,1245.36597,636.920466,18464.58613,3,475,0,0.034494164207946966,0.06744618922038087,0.0
