customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,dti_ratio,lti_ratio,credit_utilisation,predicted_pd,expected_loss
3291949,3,6596.195494,16086.9749,91952.22747,4,628,0,0.1749492681430526,0.0717350267143017,0.6,0.004368854137425159,25.93603437770438
5500676,0,4539.190184,6126.144466,86518.54294,4,724,0,0.070807300467929,0.0524649402284536,0.0,1.8360232978334724e-31,7.500653038008906e-28
6789710,1,2313.344837,3211.670516,38124.95405,5,620,0,0.0842406396552758,0.0606779704958096,0.2,1.5521878874330695e-22,3.231671251902506e-19
5006585,1,3560.648035,5273.74225,60497.19791,6,563,0,0.0871733308680775,0.0588564124952874,0.2,4.844432153662985e-24,1.5524386045767836e-20
7586510,0,6679.103143,3956.076166,86598.94627,6,678,0,0.0456827286750772,0.0771268408067663,0.0,1.6400771778445915e-36,9.858820169973944e-33
3578717,0,6064.123004,4651.182782,83316.08541,4,602,0,0.0558257479226423,0.0727845406341205,0.0,5.705501380176327e-29,3.1138975951992917e-25
7772698,1,3814.162931,6141.232793,67450.1106,5,672,0,0.0910485207269623,0.0565479121838534,0.2,2.2141014930236824e-24,7.600449456146416e-21
7362864,2,2937.878102,5093.558864,57894.37634,8,724,0,0.0879802009453687,0.0507454832011063,0.4,9.453401107648649e-27,2.4995646093225163e-23
4085765,0,5227.304902,2691.896355,69170.02023,4,626,0,0.0389170965405108,0.0755718284398136,0.0,4.9155335103128824e-30,2.3125493172963418e-26
3700938,0,4287.42859,7503.36695,77957.79285,4,749,0,0.0962490942302248,0.0549967929216456,0.0,3.82686092991815e-30,1.476665366479656e-26
2691552,5,3772.763476,14149.06605,59584.26177,5,582,1,0.2374631426099818,0.0633181206568131,1.0,0.9999999999998097,3395.487128399354
4418770,2,4629.349219,9963.382976,83891.64859,8,693,0,0.1187648966668137,0.0551824799823021,0.4,1.3741149704498338e-24,5.725132258741331e-21
4240531,1,5466.033694,9941.901446,86554.77009,6,632,0,0.1148625481375823,0.063151154908232,0.2,1.2057014991439706e-24,5.9313645173045305e-21
2463684,1,4299.363828,4845.19607,51631.08241,6,655,0,0.0938426204495293,0.0832708443696561,0.2,2.6175153334413477e-25,1.012828566944978e-21
7987506,2,3941.702572,9223.90984,67277.84361,6,693,0,0.1371017462074094,0.0585884202063532,0.4,3.2717009898216278e-18,1.1606464985755371e-14
1069228,0,3815.899042,3672.601881,53549.49228,3,721,0,0.0685833184336589,0.0712592945241646,0.0,1.093415686586319e-27,3.755127483857257e-24
6043209,1,3214.507783,8410.327087,82139.09878,4,710,0,0.1023912754329832,0.0391349288066781,0.2,8.123632826543687e-23,2.3502132852443076e-19
3696341,5,5114.174723,29777.41208,105098.5136,3,541,1,0.2833285748771997,0.0486607711928668,1.0,1.0,4602.7572507
7164264,1,3878.313431,7861.594153,60359.34399,6,587,0,0.1302465141818384,0.0642537372779024,0.2,5.553623491717867e-22,1.938482332078187e-18
2056764,0,2674.325465,1137.337287,37336.03927,4,581,0,0.0304621837033974,0.0716285261449479,0.0,5.0772167712122815e-28,1.2220317092320275e-24
8838592,5,4429.009343,26716.4405,99683.45517,3,572,1,0.2680127856166083,0.0444307366297323,1.0,1.0,3986.1084087
1333173,1,5582.363567,12095.47957,103419.2758,3,706,0,0.1169557558437283,0.0539779796736886,0.2,1.4627571290762368e-19,7.349077894252232e-16
8044249,4,6151.278331,23255.14566,86046.89206,1,582,1,0.2702613087266919,0.0714875131888639,0.8,1.0,5536.1504979
7513697,0,3290.896426,5657.631026,73486.18279,5,710,0,0.0769890448952519,0.0447825196663749,0.0,7.778348279193815e-33,2.3037964696963959e-29
6855647,1,5050.121922,9127.972294,97129.87374,6,705,0,0.0939769809485598,0.0519934982672613,0.2,2.5541578601449825e-28,1.1608927741590109e-24
7705484,0,2149.0705,1594.604164,41471.13448,5,672,0,0.0384509414558943,0.0518208755788057,0.0,6.81521196623665e-33,1.3181733889097563e-29
8353705,4,2448.725785,8633.235167,38825.62225,6,568,1,0.2223592222530316,0.0630698400461566,0.8,0.999555147375651,2202.8728166174087
2438598,0,4979.313632,4406.527131,72935.39338,4,511,0,0.0604168556141405,0.0682701964196905,0.0,5.0055450280469233e-26,2.2431760734369486e-22
4697237,1,4267.109917,10125.65275,71693.76513,4,640,0,0.1412347744833805,0.0595185635635481,0.2,4.668671325589583e-18,1.792956034137316e-14
5606201,0,2869.296274,4440.416974,53726.66419,4,709,0,0.0826482909546891,0.0534054424792309,0.0,2.5913163534234064e-29,6.691728921869742e-26
8657174,0,3037.025908,6130.814575,62324.67423,2,707,0,0.0983689790719986,0.0487291100277926,0.0,8.776755054320284e-24,2.3989709239326586e-20
7945285,0,1834.414296,1585.684165,32694.06961,8,651,0,0.0485006664485412,0.0561084722055805,0.0,1.1260682777281563e-38,1.8591081722429654e-35
8544432,0,5291.484161,846.7774634,84677.74634,3,662,0,0.01,0.0624896668807588,0.0,2.709536495385998e-31,1.2903722504087813e-27
6299123,2,5174.483976,13598.12768,96122.43767,7,766,0,0.1414667377317668,0.053832217549087,0.4,1.0567686906860191e-22,4.921409390663976e-19
5785982,0,3123.551351,2848.412825,49141.7287,6,692,0,0.05796321986125,0.0635620975010592,0.0,7.966334683785907e-35,2.2394929917651867e-31
3913463,1,3726.430399,5573.155053,66898.13695,6,590,0,0.0833080756369255,0.0557030519666811,0.2,3.357670389375687e-25,1.1260912507912552e-21
5689764,0,4464.454642,6210.64164,73486.70488,5,657,0,0.0845138130787284,0.0607518686446783,0.0,8.932269618229247e-31,3.5889941304629214e-27
3781641,3,5235.733354,17908.07126,87976.16249,2,592,1,0.2035559491701579,0.0595130908852171,0.6,0.9999938398297773,4712.1309908921685
8759358,2,4784.129283,9097.04171,75518.82694,7,718,0,0.1204605802103842,0.0633501535557617,0.4,2.1231346570744296e-22,9.141615616195747e-19
2306791,0,4069.066702,2222.133458,79856.59991,3,720,0,0.0278265473424161,0.0509546700784396,0.0,1.5736298346066737e-31,5.762884285144604e-28
1581185,0,3748.408787,5177.990608,61454.0597,3,636,0,0.0842579096202492,0.0609952996644744,0.0,4.933199716349335e-25,1.664248424831078e-21
6093138,0,2042.493602,3838.508156,38660.3946,2,654,0,0.0992878680032924,0.0528316801505176,0.0,1.0076380794158177e-21,1.8522848973045383e-18
8578451,0,3895.269812,4945.140186,59732.50624,4,513,0,0.0827880913975191,0.0652118931080699,0.0,2.6605784308150198e-24,9.327303759610869e-21
3365880,5,4278.794095,17092.49453,57289.69237,4,587,1,0.2983520040500437,0.074686979768818,1.0,1.0,3850.9146855000004
2293998,2,5164.430161,6421.567001,74164.90788,7,671,0,0.0865849791304291,0.0696344175247427,0.4,3.103416821520404e-23,1.4424641491693259e-19
7427998,1,2383.024193,3896.092048,44507.78601,5,655,0,0.0875373141931757,0.0535417374493663,0.2,1.445264008788057e-23,3.0996891883926943e-20
4587569,5,5716.666522,27814.21041,99917.64426,3,609,1,0.278371358892564,0.0572137840552407,1.0,1.0,5144.999869800001
7648411,0,4970.615776,6453.297616,78572.68649,5,641,0,0.082131563833207,0.0632613697971573,0.0,1.2218391056955725e-30,5.465963461053729e-27
7844104,0,6027.724179,5806.646784,73077.46245,4,621,0,0.0794587905672414,0.0824840378539991,0.0,2.0482286158989738e-27,1.1111541436956553e-23
2786846,1,3498.809573,10755.79258,86462.77035,5,658,0,0.1243979638457189,0.0404660822089885,0.2,1.5568477480872066e-22,4.90240242423991e-19
8633630,5,7880.378251,35666.00602,110619.2778,4,594,1,0.3224212517865489,0.0712387425385993,1.0,1.0,7092.3404259
8050047,2,2437.191313,11424.01949,66951.35809,5,622,0,0.1706316319176551,0.0364024178527309,0.4,2.9658834593802244e-12,6.505582862314684e-09
6048680,2,3080.127733,7832.558514,55664.54023,7,636,0,0.1407100190109663,0.0553337496415714,0.4,7.440270057307912e-19,2.062528393007124e-15
4922734,1,2752.117415,4798.919493,50608.82719,5,603,0,0.0948237641426363,0.0543801855883315,0.2,5.524459399036771e-22,1.3683564828494579e-18
1454794,0,4033.267836,674.501641,67450.1641,5,619,0,0.01,0.059796264246598,0.0,3.0578911395969992e-34,1.1099964581393368e-30
7101821,0,3701.529835,3517.488543,108757.5181,6,646,0,0.0323424863352044,0.0340347030684952,0.0,4.829482569197672e-38,1.6088826435747873e-34
4260463,4,5713.43439,21401.27554,81627.55137,3,533,1,0.2621820106178691,0.0699939455993508,0.8,0.9999999999999969,5142.090950999984
5918490,0,2775.333229,4337.521174,56307.00135,3,672,0,0.0770334251514887,0.0492893097209837,0.0,2.0329865402704594e-26,5.077993589390117e-23
2280203,1,2600.417306,6322.254678,57515.94978,6,598,0,0.1099217643485465,0.045212107527506,0.2,9.873134691622188e-24,2.3106843284906978e-20
4205161,1,8087.428082,10684.59426,106782.9886,7,726,0,0.1000589550834129,0.0757370456477372,0.2,7.499517857233833e-31,5.458663018804803e-27
4765821,5,4993.661861,17091.06383,71136.19395,3,641,1,0.2402583394047328,0.0701986089459597,1.0,1.0,4494.2956748999995
5369590,0,3885.381657,6371.889573,61724.55755,2,669,0,0.1032310287171916,0.0629470961189579,0.0,2.8141696287805863e-22,9.84071074981553e-19
1680523,4,3823.758134,14488.29674,54329.6369,1,556,1,0.2666739107177799,0.0703807047530627,0.8,1.0,3441.3823206
1118848,2,6149.398454,16834.85218,100334.7139,3,659,0,0.1677869156708683,0.0612888422657873,0.4,2.2042792750308148e-08,0.00012199492409452861
5749285,0,4220.273755,4191.787428,62097.69927,6,735,0,0.0675031036137774,0.0679618376302526,0.0,9.347325637674733e-36,3.5503445761305584e-32
6744637,0,6287.503576,7028.876911,91578.92445,4,571,0,0.0767521234084552,0.0686566654256005,0.0,3.939281386749945e-27,2.2291421225454468e-23
4991477,5,3305.069595,25520.98329,90774.47952,5,509,1,0.2811471178347771,0.03640967827606,1.0,1.0,2974.5626355
2616205,1,4513.34276,6340.695367,83099.56165,5,626,0,0.0763023924687573,0.054312473740949,0.2,1.2056313064992349e-24,4.897284595575897e-21
2007934,0,1766.099016,584.4968544,29518.52333,4,678,0,0.0198010194434749,0.0598301953067243,0.0,6.35452180184246e-31,1.0100443231246064e-27
6889981,0,3517.154827,3036.347572,62988.14903,6,634,0,0.0482050610909974,0.0558383581858366,0.0,1.3913585587557463e-34,4.404261123913982e-31
6238176,1,4751.479803,6860.502634,64591.80832,6,657,0,0.1062131996678553,0.0735616470042187,0.2,3.7283490849134073e-25,1.5943657837949629e-21
5820678,0,1800.207678,296.5909171,29659.09171,4,637,0,0.01,0.0606966557034864,0.0,2.2419197131245174e-30,3.632328972923682e-27
7946965,0,4613.290613,1555.766149,64583.98545,5,684,0,0.0240890390730756,0.0714308753301009,0.0,1.0449684196759773e-34,4.338668701235368e-31
2877561,0,3184.872696,3969.38643,43069.59111,2,692,0,0.0921621572831319,0.0739471310016808,0.0,8.532839234329721e-23,2.4458406027096846e-19
7047567,2,2789.584509,11398.67272,68438.05762,6,723,0,0.1665545913545756,0.0407607200731656,0.4,1.9198470023701576e-17,4.82001791171569e-14
7069051,0,2689.498576,4004.572287,51192.76073,3,562,0,0.0782253629203716,0.0525366973307985,0.0,2.4354451842242503e-23,5.89511371940746e-20
5449669,1,2875.904756,5709.994486,46523.24506,7,713,0,0.122734226269813,0.0618165124184912,0.2,7.880928776300495e-28,2.0398320494513866e-24
2081349,0,3911.921829,3617.612501,87548.79748,5,598,0,0.0413210986915773,0.0446827591194916,0.0,8.45568124014029e-33,2.977016762013353e-29
4580778,0,7179.330435,9808.671634,106704.3437,3,584,0,0.0919238270334818,0.0672824571714225,0.0,1.8846197130630844e-24,1.2177276897955292e-20
7636397,1,4410.02249,8753.394822,81615.07161,6,651,0,0.1072521857706423,0.0540344130441179,0.2,1.2146953251052912e-25,4.8211503319909765e-22
5291335,2,6059.880611,12439.12657,92852.05008,9,626,0,0.1339671720687117,0.0652638321477974,0.4,2.4876214194105554e-24,1.356721992629489e-20
5567448,0,4509.720845,6913.974978,83146.48342,3,583,0,0.0831541478798959,0.0542382631171534,0.0,1.681501418970734e-24,6.824791800026459e-21
4289123,1,3057.966392,6122.499682,65420.05402,5,674,0,0.0935875057536371,0.0467435626247744,0.2,2.2400660913202908e-24,6.1650421408046274e-21
1961905,0,6383.282594,7598.675434,94776.64247,5,633,0,0.0801745581608383,0.0673507989694879,0.0,5.057115259283011e-31,2.905289622938974e-27
4612284,4,3976.583011,16262.24358,60513.41862,1,559,1,0.2687378097429988,0.0657140697333817,0.8,1.0,3578.9247099000004
8584572,2,3850.363446,11226.8107,72591.03982,6,684,0,0.1546583535356223,0.053041855517534,0.4,4.842455544630681e-17,1.6780692436133393e-13
2373091,1,2161.21338,3841.606668,34801.39284,4,735,0,0.1103865780792697,0.0621013472057344,0.2,1.6247854116761898e-21,3.160357174209051e-18
